"WL(nm)","Spectrum","Spectrum(W/nm)",
"513.2","0.5245","1.0527e-003",
"513.4","0.5263","1.0563e-003",
"513.6","0.5282","1.0601e-003",
"513.8","0.5304","1.0646e-003",
"514.0","0.5325","1.0688e-003",
"514.2","0.5347","1.0732e-003",
"514.4","0.5369","1.0777e-003",
"514.6","0.5392","1.0822e-003",
"514.8","0.5408","1.0856e-003",
"515.0","0.5425","1.0888e-003",
"515.2","0.5442","1.0922e-003",
"515.4","0.5462","1.0963e-003",
"515.6","0.5482","1.1004e-003",
"515.8","0.5503","1.1046e-003",
"516.0","0.5522","1.1083e-003",
"516.2","0.5540","1.1119e-003",
"516.4","0.5558","1.1156e-003",
"516.6","0.5576","1.1191e-003",
"516.8","0.5593","1.1227e-003",
"517.0","0.5611","1.1262e-003",
"517.2","0.5630","1.1300e-003",
"517.4","0.5649","1.1339e-003",
"517.6","0.5668","1.1376e-003",
"517.8","0.5684","1.1408e-003",
"518.0","0.5694","1.1429e-003",
"518.2","0.5710","1.1461e-003",
"518.4","0.5737","1.1515e-003",
"518.6","0.5762","1.1565e-003",
"518.8","0.5775","1.1591e-003",
"519.0","0.5788","1.1618e-003",
"519.2","0.5804","1.1650e-003",
"519.4","0.5823","1.1688e-003",
"519.6","0.5843","1.1727e-003",
"519.8","0.5856","1.1753e-003",
"520.0","0.5863","1.1767e-003",
"520.2","0.5878","1.1797e-003",
"520.4","0.5902","1.1846e-003",
"520.6","0.5921","1.1884e-003",
"520.8","0.5934","1.1910e-003",
"521.0","0.5949","1.1941e-003",
"521.2","0.5967","1.1976e-003",
"521.4","0.5980","1.2002e-003",
"521.6","0.5989","1.2021e-003",
"521.8","0.5998","1.2040e-003",
"522.0","0.6011","1.2065e-003",
"522.2","0.6027","1.2096e-003",
"522.4","0.6044","1.2132e-003",
"522.6","0.6058","1.2160e-003",
"522.8","0.6071","1.2185e-003",
"523.0","0.6081","1.2205e-003",
"523.2","0.6092","1.2228e-003",
"523.4","0.6105","1.2254e-003",
"523.6","0.6121","1.2285e-003",
"523.8","0.6137","1.2318e-003",
"524.0","0.6150","1.2345e-003",
"524.2","0.6158","1.2360e-003",
"524.4","0.6165","1.2374e-003",
"524.6","0.6177","1.2398e-003",
"524.8","0.6191","1.2426e-003",
"525.0","0.6204","1.2453e-003",
"525.2","0.6216","1.2477e-003",
"525.4","0.6227","1.2499e-003",
"525.6","0.6239","1.2523e-003",
"525.8","0.6254","1.2553e-003",
"526.0","0.6268","1.2580e-003",
"526.2","0.6276","1.2596e-003",
"526.4","0.6286","1.2617e-003",
"526.6","0.6298","1.2642e-003",
"526.8","0.6306","1.2657e-003",
"527.0","0.6306","1.2657e-003",
"527.2","0.6313","1.2670e-003",
"527.4","0.6328","1.2701e-003",
"527.6","0.6340","1.2725e-003",
"527.8","0.6347","1.2740e-003",
"528.0","0.6353","1.2750e-003",
"528.2","0.6359","1.2764e-003",
"528.4","0.6371","1.2787e-003",
"528.6","0.6386","1.2817e-003",
"528.8","0.6397","1.2840e-003",
"529.0","0.6406","1.2858e-003",
"529.2","0.6412","1.2870e-003",
"529.4","0.6415","1.2876e-003",
"529.6","0.6420","1.2887e-003",
"529.8","0.6427","1.2899e-003",
"530.0","0.6437","1.2920e-003",
"530.2","0.6449","1.2943e-003",
"530.4","0.6454","1.2954e-003",
"530.6","0.6457","1.2961e-003",
"530.8","0.6467","1.2981e-003",
"531.0","0.6478","1.3002e-003",
"531.2","0.6485","1.3017e-003",
"531.4","0.6492","1.3030e-003",
"531.6","0.6494","1.3035e-003",
"531.8","0.6498","1.3042e-003",
"532.0","0.6501","1.3049e-003",
"532.2","0.6508","1.3064e-003",
"532.4","0.6523","1.3094e-003",
"532.6","0.6533","1.3114e-003",
"532.8","0.6528","1.3102e-003",
"533.0","0.6528","1.3102e-003",
"533.2","0.6540","1.3126e-003",
"533.4","0.6555","1.3156e-003",
"533.6","0.6563","1.3172e-003",
"533.8","0.6563","1.3173e-003",
"534.0","0.6556","1.3160e-003",
"534.2","0.6557","1.3161e-003",
"534.4","0.6569","1.3186e-003",
"534.6","0.6581","1.3208e-003",
"534.8","0.6587","1.3222e-003",
"535.0","0.6589","1.3225e-003",
"535.2","0.6588","1.3224e-003",
"535.4","0.6589","1.3226e-003",
"535.6","0.6594","1.3235e-003",
"535.8","0.6598","1.3244e-003",
"536.0","0.6602","1.3251e-003",
"536.2","0.6608","1.3264e-003",
"536.4","0.6615","1.3277e-003",
"536.6","0.6620","1.3286e-003",
"536.8","0.6623","1.3294e-003",
"537.0","0.6624","1.3296e-003",
"537.2","0.6624","1.3295e-003",
"537.4","0.6627","1.3301e-003",
"537.6","0.6632","1.3311e-003",
"537.8","0.6637","1.3322e-003",
"538.0","0.6641","1.3329e-003",
"538.2","0.6646","1.3339e-003",
"538.4","0.6647","1.3342e-003",
"538.6","0.6644","1.3335e-003",
"538.8","0.6640","1.3328e-003",
"539.0","0.6641","1.3330e-003",
"539.2","0.6644","1.3336e-003",
"539.4","0.6647","1.3341e-003",
"539.6","0.6649","1.3347e-003",
"539.8","0.6651","1.3349e-003",
"540.0","0.6655","1.3357e-003",
"540.2","0.6663","1.3374e-003",
"540.4","0.6668","1.3383e-003",
"540.6","0.6667","1.3381e-003",
"540.8","0.6665","1.3378e-003",
"541.0","0.6670","1.3388e-003",
"541.2","0.6675","1.3397e-003",
"541.4","0.6677","1.3402e-003",
"541.6","0.6677","1.3402e-003",
"541.8","0.6678","1.3403e-003",
"542.0","0.6676","1.3400e-003",
"542.2","0.6674","1.3395e-003",
"542.4","0.6673","1.3393e-003",
"542.6","0.6671","1.3391e-003",
"542.8","0.6673","1.3394e-003",
"543.0","0.6677","1.3401e-003",
"543.2","0.6679","1.3406e-003",
"543.4","0.6680","1.3409e-003",
"543.6","0.6676","1.3401e-003",
"543.8","0.6672","1.3391e-003",
"544.0","0.6671","1.3389e-003",
"544.2","0.6675","1.3398e-003",
"544.4","0.6675","1.3399e-003",
"544.6","0.6673","1.3393e-003",
"544.8","0.6674","1.3396e-003",
"545.0","0.6675","1.3398e-003",
"545.2","0.6678","1.3405e-003",
"545.4","0.6680","1.3407e-003",
"545.6","0.6681","1.3409e-003",
"545.8","0.6680","1.3409e-003",
"546.0","0.6678","1.3403e-003",
"546.2","0.6676","1.3399e-003",
"546.4","0.6677","1.3402e-003",
"546.6","0.6678","1.3404e-003",
"546.8","0.6679","1.3407e-003",
"547.0","0.6678","1.3404e-003",
"547.2","0.6677","1.3402e-003",
"547.4","0.6675","1.3398e-003",
"547.6","0.6676","1.3400e-003",
"547.8","0.6676","1.3400e-003",
"548.0","0.6671","1.3390e-003",
"548.2","0.6668","1.3383e-003",
"548.4","0.6668","1.3383e-003",
"548.6","0.6668","1.3383e-003",
"548.8","0.6660","1.3367e-003",
"549.0","0.6656","1.3360e-003",
"549.2","0.6662","1.3371e-003",
"549.4","0.6666","1.3380e-003",
"549.6","0.6666","1.3380e-003",
"549.8","0.6664","1.3376e-003",
"550.0","0.6662","1.3373e-003",
"550.2","0.6659","1.3366e-003",
"550.4","0.6658","1.3363e-003",
"550.6","0.6657","1.3361e-003",
"550.8","0.6659","1.3365e-003",
"551.0","0.6661","1.3369e-003",
"551.2","0.6661","1.3370e-003",
"551.4","0.6659","1.3365e-003",
"551.6","0.6651","1.3350e-003",
"551.8","0.6647","1.3342e-003",
"552.0","0.6648","1.3343e-003",
"552.2","0.6649","1.3346e-003",
"552.4","0.6649","1.3346e-003",
"552.6","0.6647","1.3341e-003",
"552.8","0.6641","1.3329e-003",
"553.0","0.6643","1.3333e-003",
"553.2","0.6645","1.3338e-003",
"553.4","0.6642","1.3331e-003",
"553.6","0.6634","1.3316e-003",
"553.8","0.6634","1.3315e-003",
"554.0","0.6634","1.3316e-003",
"554.2","0.6630","1.3307e-003",
"554.4","0.6626","1.3300e-003",
"554.6","0.6630","1.3308e-003",
"554.8","0.6634","1.3316e-003",
"555.0","0.6630","1.3308e-003",
"555.2","0.6625","1.3298e-003",
"555.4","0.6620","1.3288e-003",
"555.6","0.6619","1.3286e-003",
"555.8","0.6621","1.3289e-003",
"556.0","0.6623","1.3293e-003",
"556.2","0.6618","1.3284e-003",
"556.4","0.6614","1.3275e-003",
"556.6","0.6614","1.3274e-003",
"556.8","0.6613","1.3273e-003",
"557.0","0.6609","1.3266e-003",
"557.2","0.6606","1.3260e-003",
"557.4","0.6601","1.3249e-003",
"557.6","0.6596","1.3240e-003",
"557.8","0.6592","1.3231e-003",
"558.0","0.6589","1.3225e-003",
"558.2","0.6588","1.3222e-003",
"558.4","0.6588","1.3223e-003",
"558.6","0.6587","1.3221e-003",
"558.8","0.6583","1.3214e-003",
"559.0","0.6576","1.3198e-003",
"559.2","0.6567","1.3181e-003",
"559.4","0.6562","1.3171e-003",
"559.6","0.6563","1.3173e-003",
"559.8","0.6568","1.3183e-003",
"560.0","0.6568","1.3184e-003",
"560.2","0.6566","1.3179e-003",
"560.4","0.6559","1.3166e-003",
"560.6","0.6553","1.3152e-003",
"560.8","0.6546","1.3139e-003",
"561.0","0.6541","1.3130e-003",
"561.2","0.6542","1.3131e-003",
"561.4","0.6544","1.3135e-003",
"561.6","0.6537","1.3122e-003",
"561.8","0.6528","1.3103e-003",
"562.0","0.6526","1.3098e-003",
"562.2","0.6525","1.3097e-003",
"562.4","0.6520","1.3086e-003",
"562.6","0.6513","1.3074e-003",
"562.8","0.6512","1.3070e-003",
"563.0","0.6509","1.3065e-003",
"563.2","0.6504","1.3055e-003",
"563.4","0.6500","1.3047e-003",
"563.6","0.6498","1.3042e-003",
"563.8","0.6496","1.3038e-003",
"564.0","0.6495","1.3036e-003",
"564.2","0.6492","1.3031e-003",
"564.4","0.6486","1.3018e-003",
"564.6","0.6481","1.3009e-003",
"564.8","0.6479","1.3005e-003",
"565.0","0.6478","1.3003e-003",
"565.2","0.6474","1.2994e-003",
"565.4","0.6466","1.2978e-003",
"565.6","0.6456","1.2958e-003",
"565.8","0.6450","1.2947e-003",
"566.0","0.6448","1.2941e-003",
"566.2","0.6448","1.2942e-003",
"566.4","0.6447","1.2940e-003",
"566.6","0.6445","1.2936e-003",
"566.8","0.6440","1.2927e-003",
"567.0","0.6432","1.2909e-003",
"567.2","0.6419","1.2885e-003",
"567.4","0.6418","1.2881e-003",
"567.6","0.6421","1.2888e-003",
"567.8","0.6419","1.2884e-003",
"568.0","0.6413","1.2871e-003",
"568.2","0.6403","1.2851e-003",
"568.4","0.6392","1.2829e-003",
"568.6","0.6390","1.2825e-003",
"568.8","0.6391","1.2827e-003",
"569.0","0.6389","1.2823e-003",
"569.2","0.6385","1.2816e-003",
"569.4","0.6382","1.2809e-003",
"569.6","0.6375","1.2796e-003",
"569.8","0.6369","1.2783e-003",
"570.0","0.6361","1.2768e-003",
"570.2","0.6356","1.2757e-003",
"570.4","0.6350","1.2745e-003",
"570.6","0.6343","1.2731e-003",
"570.8","0.6336","1.2717e-003",
"571.0","0.6331","1.2708e-003",
"571.2","0.6328","1.2701e-003",
"571.4","0.6325","1.2695e-003",
"571.6","0.6322","1.2688e-003",
"571.8","0.6319","1.2682e-003",
"572.0","0.6314","1.2674e-003",
"572.2","0.6311","1.2668e-003",
"572.4","0.6307","1.2658e-003",
"572.6","0.6297","1.2639e-003",
"572.8","0.6289","1.2624e-003",
"573.0","0.6289","1.2623e-003",
"573.2","0.6287","1.2619e-003",
"573.4","0.6278","1.2600e-003",
"573.6","0.6268","1.2581e-003",
"573.8","0.6259","1.2562e-003",
"574.0","0.6254","1.2552e-003",
"574.2","0.6250","1.2544e-003",
"574.4","0.6245","1.2536e-003",
"574.6","0.6238","1.2521e-003",
"574.8","0.6233","1.2510e-003",
"575.0","0.6228","1.2501e-003",
"575.2","0.6221","1.2487e-003",
"575.4","0.6212","1.2469e-003",
"575.6","0.6204","1.2452e-003",
"575.8","0.6198","1.2439e-003",
"576.0","0.6192","1.2429e-003",
"576.2","0.6186","1.2416e-003",
"576.4","0.6177","1.2399e-003",
"576.6","0.6167","1.2378e-003",
"576.8","0.6159","1.2362e-003",
"577.0","0.6152","1.2348e-003",
"577.2","0.6146","1.2336e-003",
"577.4","0.6141","1.2325e-003",
"577.6","0.6130","1.2304e-003",
"577.8","0.6121","1.2285e-003",
"578.0","0.6119","1.2282e-003",
"578.2","0.6117","1.2278e-003",
"578.4","0.6103","1.2249e-003",
"578.6","0.6086","1.2215e-003",
"578.8","0.6078","1.2200e-003",
"579.0","0.6075","1.2194e-003",
"579.2","0.6071","1.2185e-003",
"579.4","0.6067","1.2176e-003",
"579.6","0.6057","1.2158e-003",
"579.8","0.6047","1.2137e-003",
"580.0","0.6038","1.2120e-003",
"580.2","0.6030","1.2104e-003",
"580.4","0.6023","1.2090e-003",
"580.6","0.6016","1.2075e-003",
"580.8","0.6008","1.2060e-003",
"581.0","0.6002","1.2047e-003",
"581.2","0.5995","1.2032e-003",
"581.4","0.5989","1.2022e-003",
"581.6","0.5983","1.2009e-003",
"581.8","0.5976","1.1996e-003",
"582.0","0.5968","1.1979e-003",
"582.2","0.5958","1.1960e-003",
"582.4","0.5947","1.1937e-003",
"582.6","0.5938","1.1919e-003",
"582.8","0.5934","1.1911e-003",
"583.0","0.5931","1.1905e-003",
"583.2","0.5928","1.1899e-003",
"583.4","0.5921","1.1884e-003",
"583.6","0.5911","1.1863e-003",
"583.8","0.5899","1.1840e-003",
"584.0","0.5888","1.1818e-003",
"584.2","0.5879","1.1800e-003",
"584.4","0.5870","1.1783e-003",
"584.6","0.5867","1.1776e-003",
"584.8","0.5862","1.1767e-003",
"585.0","0.5854","1.1751e-003",
"585.2","0.5844","1.1731e-003",
"585.4","0.5836","1.1713e-003",
"585.6","0.5827","1.1696e-003",
"585.8","0.5818","1.1678e-003",
"586.0","0.5806","1.1654e-003",
"586.2","0.5801","1.1643e-003",
"586.4","0.5795","1.1631e-003",
"586.6","0.5784","1.1610e-003",
"586.8","0.5771","1.1583e-003",
"587.0","0.5761","1.1564e-003",
"587.2","0.5753","1.1547e-003",
"587.4","0.5741","1.1523e-003",
"587.6","0.5731","1.1502e-003",
"587.8","0.5721","1.1483e-003",
"588.0","0.5713","1.1466e-003",
"588.2","0.5704","1.1449e-003",
"588.4","0.5695","1.1432e-003",
"588.6","0.5689","1.1419e-003",
"588.8","0.5681","1.1403e-003",
"589.0","0.5669","1.1379e-003",
"589.2","0.5656","1.1352e-003",
"589.4","0.5645","1.1330e-003",
"589.6","0.5635","1.1309e-003",
"589.8","0.5628","1.1295e-003",
"590.0","0.5620","1.1281e-003",
"590.2","0.5610","1.1261e-003",
"590.4","0.5600","1.1240e-003",
"590.6","0.5588","1.1215e-003",
"590.8","0.5578","1.1195e-003",
"591.0","0.5568","1.1177e-003",
"591.2","0.5557","1.1153e-003",
"591.4","0.5541","1.1123e-003",
"591.6","0.5529","1.1098e-003",
"591.8","0.5520","1.1080e-003",
"592.0","0.5512","1.1063e-003",
"592.2","0.5502","1.1044e-003",
"592.4","0.5493","1.1024e-003",
"592.6","0.5481","1.1002e-003",
"592.8","0.5471","1.0981e-003",
"593.0","0.5462","1.0963e-003",
"593.2","0.5455","1.0948e-003",
"593.4","0.5448","1.0935e-003",
"593.6","0.5437","1.0913e-003",
"593.8","0.5422","1.0883e-003",
"594.0","0.5408","1.0854e-003",
"594.2","0.5393","1.0826e-003",
"594.4","0.5382","1.0803e-003",
"594.6","0.5372","1.0783e-003",
"594.8","0.5363","1.0764e-003",
"595.0","0.5352","1.0743e-003",
"595.2","0.5340","1.0718e-003",
"595.4","0.5328","1.0694e-003",
"595.6","0.5315","1.0669e-003",
"595.8","0.5304","1.0646e-003",
"596.0","0.5292","1.0622e-003",
"596.2","0.5282","1.0602e-003",
"596.4","0.5271","1.0580e-003",
"596.6","0.5261","1.0560e-003",
"596.8","0.5252","1.0541e-003",
"597.0","0.5240","1.0517e-003",
"597.2","0.5225","1.0487e-003",
"597.4","0.5210","1.0457e-003",
"597.6","0.5201","1.0439e-003",
"597.8","0.5193","1.0423e-003",
"598.0","0.5182","1.0400e-003",
"598.2","0.5172","1.0381e-003",
"598.4","0.5165","1.0368e-003",
"598.6","0.5158","1.0353e-003",
"598.8","0.5147","1.0331e-003",
"599.0","0.5136","1.0309e-003",
"599.2","0.5124","1.0285e-003",
"599.4","0.5114","1.0264e-003",
"599.6","0.5105","1.0247e-003",
"599.8","0.5093","1.0223e-003",
"600.0","0.5079","1.0194e-003",
"600.2","0.5069","1.0174e-003",
"600.4","0.5063","1.0161e-003",
"600.6","0.5055","1.0146e-003",
"600.8","0.5044","1.0124e-003",
"601.0","0.5033","1.0101e-003",
"601.2","0.5020","1.0076e-003",
"601.4","0.5006","1.0048e-003",
"601.6","0.4991","1.0018e-003",
"601.8","0.4981","9.9983e-004",
"602.0","0.4975","9.9854e-004",
"602.2","0.4965","9.9656e-004",
"602.4","0.4953","9.9421e-004",
"602.6","0.4941","9.9174e-004",
"602.8","0.4930","9.8943e-004",
"603.0","0.4917","9.8700e-004",
"603.2","0.4906","9.8462e-004",
"603.4","0.4893","9.8201e-004",
"603.6","0.4879","9.7935e-004",
"603.8","0.4867","9.7686e-004",
"604.0","0.4856","9.7457e-004",
"604.2","0.4843","9.7197e-004",
"604.4","0.4829","9.6932e-004",
"604.6","0.4814","9.6632e-004",
"604.8","0.4798","9.6307e-004",
"605.0","0.4785","9.6038e-004",
"605.2","0.4772","9.5773e-004",
"605.4","0.4759","9.5529e-004",
"605.6","0.4746","9.5259e-004",
"605.8","0.4730","9.4937e-004",
"606.0","0.4715","9.4642e-004",
"606.2","0.4702","9.4368e-004",
"606.4","0.4689","9.4108e-004",
"606.6","0.4673","9.3800e-004",
"606.8","0.4658","9.3502e-004",
"607.0","0.4645","9.3232e-004",
"607.2","0.4632","9.2968e-004",
"607.4","0.4621","9.2753e-004",
"607.6","0.4610","9.2525e-004",
"607.8","0.4599","9.2300e-004",
"608.0","0.4585","9.2021e-004",
"608.2","0.4568","9.1684e-004",
"608.4","0.4553","9.1388e-004",
"608.6","0.4542","9.1173e-004",
"608.8","0.4531","9.0952e-004",
"609.0","0.4518","9.0678e-004",
"609.2","0.4505","9.0417e-004",
"609.4","0.4493","9.0190e-004",
"609.6","0.4479","8.9899e-004",
"609.8","0.4464","8.9605e-004",
"610.0","0.4452","8.9350e-004",
"610.2","0.4442","8.9154e-004",
"610.4","0.4429","8.8893e-004",
"610.6","0.4414","8.8595e-004",
"610.8","0.4402","8.8356e-004",
"611.0","0.4392","8.8147e-004",
"611.2","0.4380","8.7910e-004",
"611.4","0.4366","8.7631e-004",
"611.6","0.4353","8.7372e-004",
"611.8","0.4340","8.7105e-004",
"612.0","0.4324","8.6796e-004",
"612.2","0.4310","8.6508e-004",
"612.4","0.4299","8.6286e-004",
"612.6","0.4290","8.6099e-004",
"612.8","0.4276","8.5825e-004",
"613.0","0.4262","8.5539e-004",
"613.2","0.4251","8.5326e-004",
"613.4","0.4241","8.5120e-004",
"613.6","0.4224","8.4780e-004",
"613.8","0.4206","8.4428e-004",
"614.0","0.4196","8.4218e-004",
"614.2","0.4187","8.4039e-004",
"614.4","0.4176","8.3810e-004",
"614.6","0.4162","8.3541e-004",
"614.8","0.4145","8.3188e-004",
"615.0","0.4127","8.2840e-004",
"615.2","0.4114","8.2582e-004",
"615.4","0.4103","8.2353e-004",
"615.6","0.4094","8.2166e-004",
"615.8","0.4082","8.1926e-004",
"616.0","0.4063","8.1557e-004",
"616.2","0.4048","8.1243e-004",
"616.4","0.4037","8.1036e-004",
"616.6","0.4027","8.0830e-004",
"616.8","0.4014","8.0576e-004",
"617.0","0.4001","8.0302e-004",
"617.2","0.3987","8.0023e-004",
"617.4","0.3974","7.9765e-004",
"617.6","0.3962","7.9528e-004",
"617.8","0.3949","7.9265e-004",
"618.0","0.3934","7.8969e-004",
"618.2","0.3921","7.8696e-004",
"618.4","0.3908","7.8448e-004",
"618.6","0.3895","7.8169e-004",
"618.8","0.3880","7.7879e-004",
"619.0","0.3868","7.7637e-004",
"619.2","0.3858","7.7426e-004",
"619.4","0.3844","7.7160e-004",
"619.6","0.3831","7.6885e-004",
"619.8","0.3819","7.6656e-004",
"620.0","0.3809","7.6444e-004",
"620.2","0.3795","7.6177e-004",
"620.4","0.3781","7.5887e-004",
"620.6","0.3769","7.5640e-004",
"620.8","0.3757","7.5407e-004",
"621.0","0.3744","7.5157e-004",
"621.2","0.3732","7.4897e-004",
"621.4","0.3718","7.4617e-004",
"621.6","0.3704","7.4339e-004",
"621.8","0.3692","7.4109e-004",
"622.0","0.3681","7.3888e-004",
"622.2","0.3667","7.3610e-004",
"622.4","0.3652","7.3301e-004",
"622.6","0.3638","7.3022e-004",
"622.8","0.3626","7.2782e-004",
"623.0","0.3616","7.2584e-004",
"623.2","0.3606","7.2382e-004",
"623.4","0.3591","7.2073e-004",
"623.6","0.3574","7.1745e-004",
"623.8","0.3561","7.1468e-004",
"624.0","0.3549","7.1225e-004",
"624.2","0.3539","7.1031e-004",
"624.4","0.3528","7.0815e-004",
"624.6","0.3513","7.0520e-004",
"624.8","0.3500","7.0247e-004",
"625.0","0.3488","7.0005e-004",
"625.2","0.3475","6.9757e-004",
"625.4","0.3463","6.9502e-004",
"625.6","0.3449","6.9229e-004",
"625.8","0.3435","6.8944e-004",
"626.0","0.3422","6.8687e-004",
"626.2","0.3411","6.8474e-004",
"626.4","0.3398","6.8211e-004",
"626.6","0.3382","6.7873e-004",
"626.8","0.3368","6.7601e-004",
"627.0","0.3359","6.7428e-004",
"627.2","0.3349","6.7224e-004",
"627.4","0.3336","6.6964e-004",
"627.6","0.3324","6.6714e-004",
"627.8","0.3313","6.6500e-004",
"628.0","0.3300","6.6242e-004",
"628.2","0.3286","6.5954e-004",
"628.4","0.3273","6.5691e-004",
"628.6","0.3262","6.5464e-004",
"628.8","0.3249","6.5221e-004",
"629.0","0.3238","6.4986e-004",
"629.2","0.3225","6.4725e-004",
"629.4","0.3212","6.4466e-004",
"629.6","0.3201","6.4248e-004",
"629.8","0.3191","6.4051e-004",
"630.0","0.3179","6.3800e-004",
"630.2","0.3164","6.3503e-004",
"630.4","0.3150","6.3234e-004",
"630.6","0.3138","6.2988e-004",
"630.8","0.3126","6.2750e-004",
"631.0","0.3115","6.2524e-004",
"631.2","0.3107","6.2366e-004",
"631.4","0.3098","6.2184e-004",
"631.6","0.3083","6.1884e-004",
"631.8","0.3067","6.1566e-004",
"632.0","0.3058","6.1382e-004",
"632.2","0.3050","6.1209e-004",
"632.4","0.3037","6.0955e-004",
"632.6","0.3023","6.0674e-004",
"632.8","0.3010","6.0424e-004",
"633.0","0.2998","6.0181e-004",
"633.2","0.2987","5.9954e-004",
"633.4","0.2976","5.9737e-004",
"633.6","0.2964","5.9500e-004",
"633.8","0.2954","5.9285e-004",
"634.0","0.2944","5.9087e-004",
"634.2","0.2933","5.8864e-004",
"634.4","0.2919","5.8585e-004",
"634.6","0.2905","5.8315e-004",
"634.8","0.2894","5.8080e-004",
"635.0","0.2883","5.7862e-004",
"635.2","0.2872","5.7639e-004",
"635.4","0.2860","5.7412e-004",
"635.6","0.2849","5.7187e-004",
"635.8","0.2837","5.6951e-004",
"636.0","0.2825","5.6712e-004",
"636.2","0.2815","5.6499e-004",
"636.4","0.2804","5.6286e-004",
"636.6","0.2793","5.6069e-004",
"636.8","0.2782","5.5831e-004",
"637.0","0.2770","5.5605e-004",
"637.2","0.2759","5.5376e-004",
"637.4","0.2747","5.5134e-004",
"637.6","0.2736","5.4912e-004",
"637.8","0.2725","5.4700e-004",
"638.0","0.2715","5.4489e-004",
"638.2","0.2703","5.4260e-004",
"638.4","0.2692","5.4028e-004",
"638.6","0.2681","5.3815e-004",
"638.8","0.2671","5.3619e-004",
"639.0","0.2659","5.3377e-004",
"639.2","0.2646","5.3107e-004",
"639.4","0.2635","5.2880e-004",
"639.6","0.2625","5.2685e-004",
"639.8","0.2614","5.2462e-004",
"640.0","0.2602","5.2232e-004",
"640.2","0.2593","5.2040e-004",
"640.4","0.2583","5.1849e-004",
"640.6","0.2574","5.1668e-004",
"640.8","0.2565","5.1480e-004",
"641.0","0.2552","5.1227e-004",
"641.2","0.2540","5.0973e-004",
"641.4","0.2531","5.0794e-004",
"641.6","0.2522","5.0622e-004",
"641.8","0.2512","5.0421e-004",
"642.0","0.2501","5.0191e-004",
"642.2","0.2488","4.9941e-004",
"642.4","0.2476","4.9688e-004",
"642.6","0.2465","4.9469e-004",
"642.8","0.2455","4.9274e-004",
"643.0","0.2446","4.9091e-004",
"643.2","0.2437","4.8905e-004",
"643.4","0.2427","4.8719e-004",
"643.6","0.2417","4.8513e-004",
"643.8","0.2405","4.8280e-004",
"644.0","0.2394","4.8044e-004",
"644.2","0.2383","4.7821e-004",
"644.4","0.2373","4.7625e-004",
"644.6","0.2365","4.7464e-004",
"644.8","0.2356","4.7284e-004",
"645.0","0.2345","4.7067e-004",
"645.2","0.2334","4.6853e-004",
"645.4","0.2325","4.6664e-004",
"645.6","0.2316","4.6481e-004",
"645.8","0.2306","4.6290e-004",
"646.0","0.2296","4.6094e-004",
"646.2","0.2287","4.5895e-004",
"646.4","0.2276","4.5676e-004",
