"WL(nm)","Spectrum","Spectrum(W/nm)",
"646.6","0.2265","4.5469e-004",
"646.8","0.2257","4.5292e-004",
"647.0","0.2249","4.5138e-004",
"647.2","0.2239","4.4940e-004",
"647.4","0.2227","4.4706e-004",
"647.6","0.2217","4.4491e-004",
"647.8","0.2206","4.4287e-004",
"648.0","0.2197","4.4090e-004",
"648.2","0.2187","4.3893e-004",
"648.4","0.2178","4.3713e-004",
"648.6","0.2169","4.3532e-004",
"648.8","0.2159","4.3338e-004",
"649.0","0.2149","4.3127e-004",
"649.2","0.2139","4.2935e-004",
"649.4","0.2130","4.2757e-004",
"649.6","0.2121","4.2582e-004",
"649.8","0.2113","4.2405e-004",
"650.0","0.2105","4.2241e-004",
"650.2","0.2097","4.2081e-004",
"650.4","0.2088","4.1903e-004",
"650.6","0.2077","4.1695e-004",
"650.8","0.2063","4.1417e-004",
"651.0","0.2051","4.1164e-004",
"651.2","0.2044","4.1025e-004",
"651.4","0.2038","4.0910e-004",
"651.6","0.2030","4.0744e-004",
"651.8","0.2021","4.0564e-004",
"652.0","0.2010","4.0345e-004",
"652.2","0.2000","4.0138e-004",
"652.4","0.1992","3.9986e-004",
"652.6","0.1984","3.9827e-004",
"652.8","0.1975","3.9632e-004",
"653.0","0.1964","3.9429e-004",
"653.2","0.1956","3.9258e-004",
"653.4","0.1947","3.9082e-004",
"653.6","0.1938","3.8907e-004",
"653.8","0.1929","3.8726e-004",
"654.0","0.1919","3.8527e-004",
"654.2","0.1910","3.8345e-004",
"654.4","0.1902","3.8178e-004",
"654.6","0.1894","3.8009e-004",
"654.8","0.1885","3.7829e-004",
"655.0","0.1877","3.7668e-004",
"655.2","0.1869","3.7505e-004",
"655.4","0.1861","3.7346e-004",
"655.6","0.1852","3.7177e-004",
"655.8","0.1843","3.6995e-004",
"656.0","0.1834","3.6811e-004",
"656.2","0.1825","3.6639e-004",
"656.4","0.1817","3.6473e-004",
"656.6","0.1809","3.6312e-004",
"656.8","0.1801","3.6154e-004",
"657.0","0.1795","3.6020e-004",
"657.2","0.1788","3.5884e-004",
"657.4","0.1779","3.5701e-004",
"657.6","0.1768","3.5493e-004",
"657.8","0.1759","3.5311e-004",
"658.0","0.1751","3.5149e-004",
"658.2","0.1742","3.4967e-004",
"658.4","0.1733","3.4784e-004",
"658.6","0.1726","3.4642e-004",
"658.8","0.1720","3.4521e-004",
"659.0","0.1712","3.4355e-004",
"659.2","0.1702","3.4167e-004",
"659.4","0.1693","3.3982e-004",
"659.6","0.1685","3.3811e-004",
"659.8","0.1678","3.3677e-004",
"660.0","0.1672","3.3555e-004",
"660.2","0.1664","3.3404e-004",
"660.4","0.1656","3.3243e-004",
"660.6","0.1646","3.3037e-004",
"660.8","0.1637","3.2861e-004",
"661.0","0.1632","3.2766e-004",
"661.2","0.1628","3.2669e-004",
"661.4","0.1619","3.2492e-004",
"661.6","0.1609","3.2303e-004",
"661.8","0.1601","3.2140e-004",
"662.0","0.1594","3.1992e-004",
"662.2","0.1588","3.1878e-004",
"662.4","0.1582","3.1753e-004",
"662.6","0.1573","3.1582e-004",
"662.8","0.1565","3.1411e-004",
"663.0","0.1558","3.1271e-004",
"663.2","0.1551","3.1125e-004",
"663.4","0.1544","3.0981e-004",
"663.6","0.1536","3.0821e-004",
"663.8","0.1526","3.0637e-004",
"664.0","0.1518","3.0470e-004",
"664.2","0.1512","3.0339e-004",
"664.4","0.1505","3.0206e-004",
"664.6","0.1498","3.0057e-004",
"664.8","0.1490","2.9910e-004",
"665.0","0.1483","2.9764e-004",
"665.2","0.1476","2.9629e-004",
"665.4","0.1470","2.9501e-004",
"665.6","0.1463","2.9362e-004",
"665.8","0.1456","2.9215e-004",
"666.0","0.1448","2.9067e-004",
"666.2","0.1440","2.8910e-004",
"666.4","0.1433","2.8765e-004",
"666.6","0.1426","2.8630e-004",
"666.8","0.1420","2.8507e-004",
"667.0","0.1414","2.8382e-004",
"667.2","0.1407","2.8236e-004",
"667.4","0.1399","2.8075e-004",
"667.6","0.1393","2.7968e-004",
"667.8","0.1389","2.7875e-004",
"668.0","0.1382","2.7747e-004",
"668.2","0.1375","2.7608e-004",
"668.4","0.1369","2.7468e-004",
"668.6","0.1362","2.7328e-004",
"668.8","0.1355","2.7201e-004",
"669.0","0.1349","2.7074e-004",
"669.2","0.1342","2.6936e-004",
"669.4","0.1335","2.6804e-004",
"669.6","0.1330","2.6689e-004",
"669.8","0.1324","2.6573e-004",
"670.0","0.1315","2.6404e-004",
"670.2","0.1307","2.6237e-004",
"670.4","0.1302","2.6130e-004",
"670.6","0.1297","2.6034e-004",
"670.8","0.1291","2.5914e-004",
"671.0","0.1285","2.5793e-004",
"671.2","0.1278","2.5656e-004",
"671.4","0.1271","2.5519e-004",
"671.6","0.1265","2.5398e-004",
"671.8","0.1259","2.5276e-004",
"672.0","0.1252","2.5124e-004",
"672.2","0.1245","2.4988e-004",
"672.4","0.1239","2.4877e-004",
"672.6","0.1235","2.4780e-004",
"672.8","0.1230","2.4688e-004",
"673.0","0.1225","2.4581e-004",
"673.2","0.1218","2.4447e-004",
"673.4","0.1211","2.4309e-004",
"673.6","0.1205","2.4177e-004",
"673.8","0.1198","2.4053e-004",
"674.0","0.1193","2.3940e-004",
"674.2","0.1187","2.3823e-004",
"674.4","0.1181","2.3697e-004",
"674.6","0.1174","2.3571e-004",
"674.8","0.1168","2.3445e-004",
"675.0","0.1163","2.3353e-004",
"675.2","0.1160","2.3286e-004",
"675.4","0.1155","2.3183e-004",
"675.6","0.1148","2.3035e-004",
"675.8","0.1141","2.2904e-004",
"676.0","0.1136","2.2797e-004",
"676.2","0.1130","2.2689e-004",
"676.4","0.1125","2.2577e-004",
"676.6","0.1119","2.2465e-004",
"676.8","0.1114","2.2350e-004",
"677.0","0.1108","2.2243e-004",
"677.2","0.1103","2.2146e-004",
"677.4","0.1099","2.2052e-004",
"677.6","0.1094","2.1958e-004",
"677.8","0.1088","2.1845e-004",
"678.0","0.1082","2.1725e-004",
"678.2","0.1076","2.1602e-004",
"678.4","0.1070","2.1475e-004",
"678.6","0.1064","2.1360e-004",
"678.8","0.1059","2.1256e-004",
"679.0","0.1055","2.1185e-004",
"679.2","0.1052","2.1109e-004",
"679.4","0.1046","2.0987e-004",
"679.6","0.1039","2.0858e-004",
"679.8","0.1034","2.0752e-004",
"680.0","0.1029","2.0658e-004",
"680.2","0.1025","2.0574e-004",
"680.4","0.1021","2.0483e-004",
"680.6","0.1015","2.0368e-004",
"680.8","0.1009","2.0248e-004",
"681.0","0.1002","2.0118e-004",
"681.2","0.0997","2.0010e-004",
"681.4","0.0994","1.9953e-004",
"681.6","0.0991","1.9894e-004",
"681.8","0.0987","1.9807e-004",
"682.0","0.0981","1.9695e-004",
"682.2","0.0974","1.9552e-004",
"682.4","0.0968","1.9428e-004",
"682.6","0.0964","1.9355e-004",
"682.8","0.0961","1.9285e-004",
"683.0","0.0956","1.9194e-004",
"683.2","0.0952","1.9098e-004",
"683.4","0.0947","1.9008e-004",
"683.6","0.0942","1.8917e-004",
"683.8","0.0938","1.8820e-004",
"684.0","0.0932","1.8712e-004",
"684.2","0.0927","1.8598e-004",
"684.4","0.0922","1.8496e-004",
"684.6","0.0917","1.8410e-004",
"684.8","0.0912","1.8313e-004",
"685.0","0.0907","1.8209e-004",
"685.2","0.0902","1.8112e-004",
"685.4","0.0898","1.8034e-004",
"685.6","0.0895","1.7957e-004",
"685.8","0.0891","1.7885e-004",
"686.0","0.0886","1.7787e-004",
"686.2","0.0881","1.7674e-004",
"686.4","0.0875","1.7568e-004",
"686.6","0.0871","1.7476e-004",
"686.8","0.0867","1.7394e-004",
"687.0","0.0863","1.7319e-004",
"687.2","0.0860","1.7253e-004",
"687.4","0.0856","1.7185e-004",
"687.6","0.0852","1.7107e-004",
"687.8","0.0848","1.7020e-004",
"688.0","0.0843","1.6917e-004",
"688.2","0.0838","1.6817e-004",
"688.4","0.0834","1.6742e-004",
"688.6","0.0831","1.6671e-004",
"688.8","0.0825","1.6564e-004",
"689.0","0.0820","1.6450e-004",
"689.2","0.0817","1.6392e-004",
"689.4","0.0814","1.6333e-004",
"689.6","0.0808","1.6222e-004",
"689.8","0.0802","1.6104e-004",
"690.0","0.0798","1.6021e-004",
"690.2","0.0795","1.5948e-004",
"690.4","0.0791","1.5874e-004",
"690.6","0.0787","1.5803e-004",
"690.8","0.0784","1.5726e-004",
"691.0","0.0780","1.5653e-004",
"691.2","0.0777","1.5589e-004",
"691.4","0.0773","1.5523e-004",
"691.6","0.0769","1.5444e-004",
"691.8","0.0765","1.5349e-004",
"692.0","0.0759","1.5233e-004",
"692.2","0.0754","1.5132e-004",
"692.4","0.0751","1.5074e-004",
"692.6","0.0748","1.5015e-004",
"692.8","0.0744","1.4940e-004",
"693.0","0.0741","1.4864e-004",
"693.2","0.0737","1.4792e-004",
"693.4","0.0733","1.4710e-004",
"693.6","0.0728","1.4619e-004",
"693.8","0.0724","1.4534e-004",
"694.0","0.0721","1.4465e-004",
"694.2","0.0717","1.4393e-004",
"694.4","0.0713","1.4315e-004",
"694.6","0.0709","1.4236e-004",
"694.8","0.0705","1.4159e-004",
"695.0","0.0703","1.4101e-004",
"695.2","0.0700","1.4054e-004",
"695.4","0.0697","1.3990e-004",
"695.6","0.0693","1.3901e-004",
"695.8","0.0688","1.3818e-004",
"696.0","0.0685","1.3744e-004",
"696.2","0.0681","1.3677e-004",
"696.4","0.0679","1.3620e-004",
"696.6","0.0676","1.3560e-004",
"696.8","0.0672","1.3492e-004",
"697.0","0.0669","1.3420e-004",
"697.2","0.0665","1.3342e-004",
"697.4","0.0661","1.3261e-004",
"697.6","0.0657","1.3182e-004",
"697.8","0.0654","1.3132e-004",
"698.0","0.0652","1.3089e-004",
"698.2","0.0649","1.3017e-004",
"698.4","0.0644","1.2931e-004",
"698.6","0.0641","1.2859e-004",
"698.8","0.0637","1.2794e-004",
"699.0","0.0634","1.2727e-004",
"699.2","0.0631","1.2658e-004",
"699.4","0.0627","1.2586e-004",
"699.6","0.0624","1.2515e-004",
"699.8","0.0621","1.2465e-004",
"700.0","0.0619","1.2416e-004",
"700.2","0.0616","1.2354e-004",
"700.4","0.0612","1.2284e-004",
"700.6","0.0608","1.2210e-004",
"700.8","0.0605","1.2134e-004",
"701.0","0.0601","1.2054e-004",
"701.2","0.0597","1.1982e-004",
"701.4","0.0594","1.1930e-004",
"701.6","0.0592","1.1888e-004",
"701.8","0.0590","1.1846e-004",
"702.0","0.0587","1.1791e-004",
"702.2","0.0583","1.1709e-004",
"702.4","0.0580","1.1634e-004",
"702.6","0.0577","1.1588e-004",
"702.8","0.0575","1.1544e-004",
"703.0","0.0572","1.1487e-004",
"703.2","0.0569","1.1424e-004",
"703.4","0.0566","1.1356e-004",
"703.6","0.0563","1.1295e-004",
"703.8","0.0560","1.1243e-004",
"704.0","0.0557","1.1185e-004",
"704.2","0.0554","1.1118e-004",
"704.4","0.0550","1.1042e-004",
"704.6","0.0546","1.0966e-004",
"704.8","0.0543","1.0901e-004",
"705.0","0.0541","1.0853e-004",
"705.2","0.0539","1.0813e-004",
"705.4","0.0537","1.0774e-004",
"705.6","0.0534","1.0715e-004",
"705.8","0.0530","1.0639e-004",
"706.0","0.0527","1.0576e-004",
"706.2","0.0525","1.0528e-004",
"706.4","0.0522","1.0479e-004",
"706.6","0.0520","1.0429e-004",
"706.8","0.0517","1.0370e-004",
"707.0","0.0514","1.0310e-004",
"707.2","0.0511","1.0257e-004",
"707.4","0.0509","1.0209e-004",
"707.6","0.0506","1.0152e-004",
"707.8","0.0503","1.0097e-004",
"708.0","0.0501","1.0062e-004",
"708.2","0.0500","1.0034e-004",
"708.4","0.0498","9.9863e-005",
"708.6","0.0495","9.9263e-005",
"708.8","0.0491","9.8595e-005",
"709.0","0.0488","9.7971e-005",
"709.2","0.0486","9.7523e-005",
"709.4","0.0484","9.7103e-005",
"709.6","0.0481","9.6532e-005",
"709.8","0.0478","9.5949e-005",
"710.0","0.0476","9.5497e-005",
"710.2","0.0474","9.5080e-005",
"710.4","0.0472","9.4647e-005",
"710.6","0.0469","9.4174e-005",
"710.8","0.0467","9.3672e-005",
"711.0","0.0464","9.3130e-005",
"711.2","0.0461","9.2557e-005",
"711.4","0.0458","9.2016e-005",
"711.6","0.0456","9.1575e-005",
"711.8","0.0454","9.1082e-005",
"712.0","0.0451","9.0464e-005",
"712.2","0.0448","8.9878e-005",
"712.4","0.0446","8.9479e-005",
"712.6","0.0444","8.9124e-005",
"712.8","0.0442","8.8768e-005",
"713.0","0.0440","8.8395e-005",
"713.2","0.0438","8.7971e-005",
"713.4","0.0436","8.7520e-005",
"713.6","0.0434","8.7085e-005",
"713.8","0.0431","8.6587e-005",
"714.0","0.0429","8.6025e-005",
"714.2","0.0426","8.5480e-005",
"714.4","0.0423","8.4973e-005",
"714.6","0.0421","8.4497e-005",
"714.8","0.0419","8.4059e-005",
"715.0","0.0416","8.3586e-005",
"715.2","0.0414","8.3090e-005",
"715.4","0.0412","8.2706e-005",
"715.6","0.0410","8.2388e-005",
"715.8","0.0408","8.1852e-005",
"716.0","0.0405","8.1195e-005",
"716.2","0.0403","8.0895e-005",
"716.4","0.0403","8.0825e-005",
"716.6","0.0401","8.0514e-005",
"716.8","0.0398","7.9977e-005",
"717.0","0.0396","7.9434e-005",
"717.2","0.0393","7.8943e-005",
"717.4","0.0391","7.8513e-005",
"717.6","0.0389","7.8112e-005",
"717.8","0.0387","7.7714e-005",
"718.0","0.0385","7.7296e-005",
"718.2","0.0383","7.6875e-005",
"718.4","0.0381","7.6444e-005",
"718.6","0.0379","7.5984e-005",
"718.8","0.0376","7.5549e-005",
"719.0","0.0375","7.5221e-005",
"719.2","0.0373","7.4917e-005",
"719.4","0.0371","7.4564e-005",
"719.6","0.0370","7.4180e-005",
"719.8","0.0367","7.3730e-005",
"720.0","0.0365","7.3315e-005",
"720.2","0.0364","7.3064e-005",
"720.4","0.0363","7.2784e-005",
"720.6","0.0360","7.2246e-005",
"720.8","0.0357","7.1743e-005",
"721.0","0.0357","7.1602e-005",
"721.2","0.0356","7.1437e-005",
"721.4","0.0354","7.0971e-005",
"721.6","0.0351","7.0448e-005",
"721.8","0.0349","6.9993e-005",
"722.0","0.0346","6.9544e-005",
"722.2","0.0344","6.9099e-005",
"722.4","0.0342","6.8709e-005",
"722.6","0.0341","6.8457e-005",
"722.8","0.0340","6.8168e-005",
"723.0","0.0338","6.7766e-005",
"723.2","0.0336","6.7504e-005",
"723.4","0.0336","6.7448e-005",
"723.6","0.0335","6.7186e-005",
"723.8","0.0332","6.6559e-005",
"724.0","0.0329","6.6075e-005",
"724.2","0.0328","6.5868e-005",
"724.4","0.0327","6.5636e-005",
"724.6","0.0325","6.5267e-005",
"724.8","0.0323","6.4771e-005",
"725.0","0.0320","6.4194e-005",
"725.2","0.0318","6.3858e-005",
"725.4","0.0318","6.3760e-005",
"725.6","0.0316","6.3519e-005",
"725.8","0.0314","6.3109e-005",
"726.0","0.0313","6.2725e-005",
"726.2","0.0311","6.2426e-005",
"726.4","0.0310","6.2242e-005",
"726.6","0.0309","6.2073e-005",
"726.8","0.0307","6.1633e-005",
"727.0","0.0304","6.1050e-005",
"727.2","0.0303","6.0781e-005",
"727.4","0.0302","6.0690e-005",
"727.6","0.0301","6.0385e-005",
"727.8","0.0299","5.9932e-005",
"728.0","0.0297","5.9561e-005",
"728.2","0.0295","5.9256e-005",
"728.4","0.0294","5.9081e-005",
"728.6","0.0294","5.8929e-005",
"728.8","0.0292","5.8673e-005",
"729.0","0.0291","5.8336e-005",
"729.2","0.0289","5.7926e-005",
"729.4","0.0286","5.7504e-005",
"729.6","0.0285","5.7150e-005",
"729.8","0.0283","5.6860e-005",
"730.0","0.0282","5.6696e-005",
"730.2","0.0281","5.6501e-005",
"730.4","0.0279","5.6063e-005",
"730.6","0.0277","5.5617e-005",
"730.8","0.0276","5.5422e-005",
"731.0","0.0275","5.5276e-005",
"731.2","0.0274","5.5049e-005",
"731.4","0.0273","5.4787e-005",
"731.6","0.0271","5.4468e-005",
"731.8","0.0270","5.4121e-005",
"732.0","0.0268","5.3763e-005",
"732.2","0.0266","5.3470e-005",
"732.4","0.0266","5.3303e-005",
"732.6","0.0264","5.3052e-005",
"732.8","0.0262","5.2575e-005",
"733.0","0.0260","5.2247e-005",
"733.2","0.0260","5.2239e-005",
"733.4","0.0259","5.2053e-005",
"733.6","0.0256","5.1467e-005",
"733.8","0.0254","5.1047e-005",
"734.0","0.0254","5.0975e-005",
"734.2","0.0253","5.0880e-005",
"734.4","0.0252","5.0643e-005",
"734.6","0.0251","5.0365e-005",
"734.8","0.0250","5.0081e-005",
"735.0","0.0248","4.9799e-005",
"735.2","0.0247","4.9541e-005",
"735.4","0.0246","4.9352e-005",
"735.6","0.0245","4.9189e-005",
"735.8","0.0244","4.8893e-005",
"736.0","0.0242","4.8477e-005",
"736.2","0.0240","4.8102e-005",
"736.4","0.0238","4.7820e-005",
"736.6","0.0238","4.7676e-005",
"736.8","0.0237","4.7603e-005",
"737.0","0.0236","4.7367e-005",
"737.2","0.0234","4.7029e-005",
"737.4","0.0234","4.6870e-005",
"737.6","0.0233","4.6789e-005",
"737.8","0.0232","4.6555e-005",
"738.0","0.0230","4.6210e-005",
"738.2","0.0229","4.5884e-005",
"738.4","0.0227","4.5600e-005",
"738.6","0.0226","4.5402e-005",
"738.8","0.0225","4.5226e-005",
"739.0","0.0224","4.4964e-005",
"739.2","0.0222","4.4644e-005",
"739.4","0.0221","4.4294e-005",
"739.6","0.0219","4.3985e-005",
"739.8","0.0219","4.3900e-005",
"740.0","0.0218","4.3827e-005",
"740.2","0.0217","4.3483e-005",
"740.4","0.0215","4.3131e-005",
"740.6","0.0215","4.3111e-005",
"740.8","0.0214","4.3042e-005",
"741.0","0.0212","4.2477e-005",
"741.2","0.0209","4.1969e-005",
"741.4","0.0209","4.2039e-005",
"741.6","0.0210","4.2094e-005",
"741.8","0.0208","4.1708e-005",
"742.0","0.0206","4.1295e-005",
"742.2","0.0205","4.1091e-005",
"742.4","0.0204","4.0980e-005",
"742.6","0.0204","4.0952e-005",
"742.8","0.0204","4.0878e-005",
"743.0","0.0203","4.0680e-005",
"743.2","0.0201","4.0432e-005",
"743.4","0.0200","4.0175e-005",
"743.6","0.0199","3.9873e-005",
"743.8","0.0197","3.9523e-005",
"744.0","0.0196","3.9245e-005",
"744.2","0.0195","3.9082e-005",
"744.4","0.0194","3.8917e-005",
"744.6","0.0193","3.8716e-005",
"744.8","0.0192","3.8479e-005",
"745.0","0.0190","3.8230e-005",
"745.2","0.0189","3.8007e-005",
"745.4","0.0188","3.7834e-005",
"745.6","0.0188","3.7665e-005",
"745.8","0.0187","3.7498e-005",
"746.0","0.0186","3.7425e-005",
"746.2","0.0186","3.7371e-005",
"746.4","0.0185","3.7093e-005",
"746.6","0.0183","3.6644e-005",
"746.8","0.0181","3.6386e-005",
"747.0","0.0181","3.6306e-005",
"747.2","0.0180","3.6178e-005",
"747.4","0.0179","3.5987e-005",
"747.6","0.0178","3.5779e-005",
"747.8","0.0177","3.5577e-005",
"748.0","0.0176","3.5406e-005",
"748.2","0.0176","3.5264e-005",
"748.4","0.0175","3.5182e-005",
"748.6","0.0175","3.5071e-005",
"748.8","0.0173","3.4725e-005",
"749.0","0.0171","3.4298e-005",
"749.2","0.0170","3.4060e-005",
"749.4","0.0169","3.3930e-005",
"749.6","0.0169","3.3829e-005",
"749.8","0.0168","3.3763e-005",
"750.0","0.0168","3.3729e-005",
"750.2","0.0168","3.3695e-005",
"750.4","0.0168","3.3624e-005",
"750.6","0.0167","3.3509e-005",
"750.8","0.0166","3.3356e-005",
"751.0","0.0165","3.3152e-005",
"751.2","0.0164","3.2888e-005",
"751.4","0.0162","3.2592e-005",
"751.6","0.0161","3.2283e-005",
"751.8","0.0159","3.1986e-005",
"752.0","0.0158","3.1723e-005",
"752.2","0.0157","3.1554e-005",
"752.4","0.0157","3.1540e-005",
"752.6","0.0157","3.1507e-005",
"752.8","0.0156","3.1333e-005",
"753.0","0.0155","3.1113e-005",
"753.2","0.0154","3.0883e-005",
"753.4","0.0153","3.0676e-005",
"753.6","0.0152","3.0507e-005",
"753.8","0.0151","3.0335e-005",
"754.0","0.0150","3.0147e-005",
"754.2","0.0149","3.0005e-005",
"754.4","0.0149","2.9938e-005",
"754.6","0.0149","2.9854e-005",
"754.8","0.0148","2.9715e-005",
"755.0","0.0147","2.9525e-005",
"755.2","0.0146","2.9298e-005",
"755.4","0.0145","2.9065e-005",
"755.6","0.0144","2.8860e-005",
"755.8","0.0143","2.8792e-005",
"756.0","0.0144","2.8845e-005",
"756.2","0.0144","2.8825e-005",
"756.4","0.0143","2.8696e-005",
"756.6","0.0142","2.8549e-005",
"756.8","0.0141","2.8392e-005",
"757.0","0.0140","2.8200e-005",
"757.2","0.0139","2.7989e-005",
"757.4","0.0139","2.7807e-005",
"757.6","0.0138","2.7646e-005",
"757.8","0.0137","2.7465e-005",
"758.0","0.0136","2.7282e-005",
"758.2","0.0135","2.7139e-005",
"758.4","0.0135","2.7025e-005",
"758.6","0.0134","2.6903e-005",
"758.8","0.0133","2.6785e-005",
"759.0","0.0133","2.6727e-005",
"759.2","0.0133","2.6681e-005",
"759.4","0.0133","2.6600e-005",
"759.6","0.0132","2.6492e-005",
"759.8","0.0131","2.6382e-005",
"760.0","0.0131","2.6250e-005",
"760.2","0.0130","2.6065e-005",
"760.4","0.0129","2.5862e-005",
"760.6","0.0128","2.5664e-005",
"760.8","0.0127","2.5490e-005",
"761.0","0.0126","2.5367e-005",
"761.2","0.0126","2.5283e-005",
"761.4","0.0126","2.5265e-005",
"761.6","0.0126","2.5228e-005",
"761.8","0.0125","2.5081e-005",
"762.0","0.0124","2.4918e-005",
"762.2","0.0124","2.4814e-005",
"762.4","0.0123","2.4681e-005",
"762.6","0.0122","2.4466e-005",
"762.8","0.0121","2.4281e-005",
"763.0","0.0121","2.4203e-005",
"763.2","0.0120","2.4115e-005",
"763.4","0.0119","2.3957e-005",
"763.6","0.0119","2.3869e-005",
"763.8","0.0119","2.3917e-005",
"764.0","0.0119","2.3877e-005",
"764.2","0.0118","2.3647e-005",
"764.4","0.0117","2.3466e-005",
"764.6","0.0117","2.3411e-005",
"764.8","0.0116","2.3264e-005",
"765.0","0.0114","2.2974e-005",
"765.2","0.0114","2.2831e-005",
"765.4","0.0114","2.2887e-005",
"765.6","0.0114","2.2849e-005",
"765.8","0.0113","2.2665e-005",
"766.0","0.0112","2.2550e-005",
"766.2","0.0112","2.2528e-005",
"766.4","0.0112","2.2439e-005",
"766.6","0.0111","2.2284e-005",
"766.8","0.0111","2.2180e-005",
"767.0","0.0110","2.2125e-005",
"767.2","0.0110","2.2047e-005",
"767.4","0.0109","2.1941e-005",
"767.6","0.0109","2.1822e-005",
"767.8","0.0108","2.1700e-005",
"768.0","0.0107","2.1563e-005",
"768.2","0.0107","2.1446e-005",
"768.4","0.0107","2.1449e-005",
"768.6","0.0107","2.1486e-005",
"768.8","0.0106","2.1354e-005",
"769.0","0.0105","2.1145e-005",
"769.2","0.0105","2.1032e-005",
"769.4","0.0104","2.0952e-005",
"769.6","0.0103","2.0756e-005",
"769.8","0.0103","2.0575e-005",
"770.0","0.0103","2.0670e-005",
"770.2","0.0104","2.0804e-005",
"770.4","0.0103","2.0646e-005",
"770.6","0.0102","2.0413e-005",
"770.8","0.0101","2.0352e-005",
"771.0","0.0101","2.0314e-005",
"771.2","0.0100","2.0122e-005",
"771.4","0.0099","1.9966e-005",
"771.6","0.0100","2.0085e-005",
"771.8","0.0100","2.0171e-005",
"772.0","0.0099","1.9935e-005",
"772.2","0.0098","1.9689e-005",
"772.4","0.0098","1.9660e-005",
"772.6","0.0098","1.9651e-005",
"772.8","0.0097","1.9561e-005",
"773.0","0.0097","1.9452e-005",
"773.2","0.0096","1.9347e-005",
"773.4","0.0096","1.9217e-005",
"773.6","0.0095","1.9041e-005",
"773.8","0.0094","1.8934e-005",
"774.0","0.0094","1.8960e-005",
"774.2","0.0094","1.8968e-005",
"774.4","0.0094","1.8891e-005",
"774.6","0.0094","1.8859e-005",
"774.8","0.0094","1.8908e-005",
"775.0","0.0094","1.8856e-005",
"775.2","0.0093","1.8653e-005",
"775.4","0.0092","1.8512e-005",
"775.6","0.0092","1.8481e-005",
"775.8","0.0092","1.8409e-005",
"776.0","0.0091","1.8265e-005",
"776.2","0.0090","1.8165e-005",
"776.4","0.0090","1.8098e-005",
"776.6","0.0089","1.7844e-005",
"776.8","0.0087","1.7471e-005",
"777.0","0.0087","1.7435e-005",
"777.2","0.0088","1.7678e-005",
"777.4","0.0088","1.7679e-005",
"777.6","0.0087","1.7469e-005",
"777.8","0.0087","1.7377e-005",
"778.0","0.0087","1.7437e-005",
"778.2","0.0087","1.7489e-005",
"778.4","0.0087","1.7494e-005",
"778.6","0.0087","1.7500e-005",
"778.8","0.0087","1.7505e-005",
"779.0","0.0087","1.7511e-005",
"779.2","0.0087","1.7515e-005",
"779.4","0.0087","1.7522e-005",
"779.6","0.0087","1.7526e-005",
"779.8","0.0087","1.7531e-005",
"780.0","0.0087","1.7537e-005",
